event_id,year_num,dest_office_id,dest_section_id,dest_norm_kyoku,dest_kyoku_group,dest_ka,dest_ka_group,dest_pos_norm,dest_occupation,dest_pos_rank,origin_office_id,chosen_distance,event_origin_id,staff_id,lag_norm_kyoku,lag_kyoku_group,lag_ka,lag_ka_group,lag_pos_norm,lag_pos_rank,lag_occupation,lag_is_female,lag_court_rank,lag_decor_rank,current_observed,current_drafted,current_office_id,current_section_id,current_pos_norm,current_occupation,current_pos_rank,first_year,own_tenure,exact_pos_match,lag_court_rank_ext,lag_decor_rank_ext,female,rank_gap,lag_posrank_x_dest_rank,chosen,event_id_diag,origin_office_id_diag,chosen_distance_diag,n_candidates,n_selected,n_exact_pos,usable,drop_reason,salary_raw,salary_num,has_salary,log_salary
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,1130,same_department,evt_104||1130,38871,教育局,education,中等教育課,128,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2195,2195_name_missing,事務官,non_engineer,2,1936,8,0,0,0,0,0,4,0,evt_104,1130,same_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,1130,same_department,evt_104||1130,81275,教育局,education,中等教育課,128,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1489,1489_grp_179,事務官,non_engineer,2,1931,13,0,0,0,0,0,4,1,evt_104,1130,same_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,1130,same_department,evt_104||1130,36261,教育局,education,中等教育課,128,Unknown,2,non_engineer,FALSE,3,NA,1,FALSE,6704,6704_grp_128,主事,non_engineer,3,1936,8,0,3,0,0,0,4,0,evt_104,1130,same_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,1130,same_department,evt_104||1130,93223,教育局,education,中等教育課,128,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,6704,6704_grp_128,Unknown,non_engineer,2,1940,4,0,0,0,0,0,4,0,evt_104,1130,same_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,1130,same_department,evt_104||1130,2646,教育局,education,中等教育課,128,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,6704,6704_grp_128,Unknown,non_engineer,2,1942,2,0,0,0,0,0,4,0,evt_104,1130,same_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,1130,same_department,evt_104||1130,7273,教育局,education,中等教育課,128,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,6704,6704_grp_128,屬,non_engineer,2,1937,7,0,0,0,0,0,4,0,evt_104,1130,same_department,10,1,0,TRUE,usable,五,5,1,1.791759469228055
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,69133,電気局,transport,計画課,314,監視,2,non_engineer,FALSE,NA,NA,1,FALSE,1657,1657_name_江戸川区出張所,主事補,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,36158,電気局,transport,計画課,314,監視,2,non_engineer,FALSE,NA,NA,1,FALSE,7050,7050_name_清掃課教育局庶務課,監視,non_engineer,2,1941,3,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,91797,電気局,transport,計画課,314,監視,2,non_engineer,FALSE,NA,NA,1,FALSE,1337,1337_name_城東区出張所,監視,non_engineer,2,1942,2,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,36370,電気局,transport,計画課,314,監視,2,non_engineer,FALSE,NA,NA,1,FALSE,1337,1337_name_城東区出張所,主事補,non_engineer,2,1939,5,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,49317,電気局,transport,計画課,314,監視,2,non_engineer,FALSE,NA,NA,1,FALSE,7050,7050_name_清掃課教育局庶務課,監視,non_engineer,2,1940,4,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,93204,電気局,transport,計画課,314,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1801,1801_name_防疫課,係長,non_engineer,2,1930,14,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,86828,電気局,transport,計画課,314,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1198,1198_name_王子小児保健所,主事,non_engineer,3,1930,14,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,32156,電気局,transport,計画課,314,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1489,1489_grp_179,事務官,non_engineer,2,1935,9,0,0,0,0,0,4,1,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,19745,電気局,transport,計画課,314,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,3518,3518_grp_2,Unknown,non_engineer,2,1934,10,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,18628,電気局,transport,計画課,314,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5991,5991_name_健民課,主事補,non_engineer,2,1933,11,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,93160,電気局,transport,計画課,314,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,6365,6365_name_missing,主事補,non_engineer,2,1935,9,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,月一〇〇,100,1,4.61512051684126
evt_104,1944,1489,1489_grp_179,教育局,education,庶務課,179,事務官,non_engineer,2,7525,different_department,evt_104||7525,22272,電気局,transport,計画課,314,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,3518,3518_grp_2,主事補,non_engineer,2,1939,5,0,0,0,0,0,4,0,evt_104,7525,different_department,12,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,1490,same_section,evt_105||1490,47700,教育局,education,教化課,179,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1393,1393_grp_133,係長,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_105,1490,same_section,4,2,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,1490,same_section,evt_105||1490,10334,教育局,education,教化課,179,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1489,1489_grp_179,屬,non_engineer,2,1931,13,0,0,0,0,0,4,1,evt_105,1490,same_section,4,2,0,TRUE,usable,二,2,1,1.0986122886681098
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,1490,same_section,evt_105||1490,12065,教育局,education,教化課,179,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1489,1489_grp_179,主事補,non_engineer,2,1936,8,0,0,0,0,0,4,0,evt_105,1490,same_section,4,2,0,TRUE,usable,月一〇〇,100,1,4.61512051684126
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,1490,same_section,evt_105||1490,69132,教育局,education,教化課,179,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1489,1489_grp_179,屬,non_engineer,2,1936,8,0,0,0,0,0,4,1,evt_105,1490,same_section,4,2,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,34002,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2163,2163_grp_80,主事,non_engineer,3,1940,4,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,64446,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2163,2163_grp_80,係長,non_engineer,2,1931,13,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,113288,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1489,1489_grp_179,屬,non_engineer,2,1936,8,0,0,0,0,0,4,1,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,63808,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2163,2163_grp_80,Unknown,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,93578,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2163,2163_grp_80,技師,engineer,3,1930,14,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,80413,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2163,2163_grp_80,Unknown,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,6667,電気局,transport,電力課,80,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,8534,8534_grp_594,主事補,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,50546,電気局,transport,電力課,80,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,2189,2189_grp_457,Unknown,non_engineer,2,1934,10,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,89662,電気局,transport,電力課,80,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,8407,8407_name_missing,屬,non_engineer,2,1939,5,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,NA,NA,0,NA
evt_105,1944,1489,1489_grp_179,教育局,education,庶務課,179,屬,non_engineer,2,2183,different_department,evt_105||2183,21743,電気局,transport,電力課,80,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2204,2204_grp_667,兼,non_engineer,2,1938,6,0,0,0,0,0,4,0,evt_105,2183,different_department,10,1,0,TRUE,usable,月一,1,1,0.6931471805599453
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,26212,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,事務官,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,41707,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,事務官,non_engineer,2,1942,2,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,30207,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,Unknown,non_engineer,2,1934,10,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,74341,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,2189,2189_grp_457,Unknown,non_engineer,2,1934,10,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,41657,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,主事補,non_engineer,2,1932,12,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一三五,135,1,4.912654885736052
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,63048,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1848,1848_name_missing,屬,non_engineer,2,1933,11,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,19840,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1552,1552_grp_4,Unknown,non_engineer,2,1937,7,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一二〇,120,1,4.795790545596741
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,107012,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,2055,2055_name_missing,主事補,non_engineer,2,1935,9,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,23710,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,主事補,non_engineer,2,1939,5,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,88668,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,Unknown,non_engineer,2,1940,4,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,四,4,1,1.6094379124341003
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,68452,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5893,5893_grp_4,Unknown,non_engineer,2,1938,6,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,四,4,1,1.6094379124341003
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,43431,電気局,transport,調査課,48,所長,2,non_engineer,FALSE,NA,NA,1,FALSE,1492,1492_grp_825,所長,non_engineer,2,1928,16,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,69618,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1492,1492_grp_825,主事補,non_engineer,2,1930,14,0,0,0,0,0,4,1,evt_108,2071,same_department,36,1,0,TRUE,usable,月一三五,135,1,4.912654885736052
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,34611,電気局,transport,調査課,48,課長,2,non_engineer,FALSE,NA,NA,1,FALSE,4840,4840_grp_181,課長書記官,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,66385,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1629,1629_grp_1038,事務官,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,71258,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1629,1629_grp_1038,主事,non_engineer,3,1929,15,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,49687,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,1,NA,1,FALSE,1963,1963_grp_134,係長,non_engineer,2,1929,15,0,1,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,22491,電気局,transport,調査課,48,Unknown,2,non_engineer,FALSE,NA,NA,1,FALSE,1629,1629_grp_1038,兼,non_engineer,2,1932,12,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,37501,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,1,NA,1,FALSE,5817,5817_name_用度課,係長,non_engineer,2,1930,14,0,1,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,30872,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,主事補,non_engineer,2,1928,16,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一五〇,150,1,5.017279836814924
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,83996,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,主事補,non_engineer,2,1931,13,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一五〇,150,1,5.017279836814924
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,12019,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,主事補,non_engineer,2,1932,12,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一三五,135,1,4.912654885736052
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,51910,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,主事補,non_engineer,2,1929,15,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一三五,135,1,4.912654885736052
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,29242,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,Unknown,non_engineer,2,1931,13,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,27236,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1549,1549_grp_721,主事補,non_engineer,2,1937,7,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,94351,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,主事補,non_engineer,2,1936,8,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一二〇,120,1,4.795790545596741
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,61843,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,Unknown,non_engineer,2,1935,9,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,54764,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,5894,5894_grp_178,主事補,non_engineer,2,1939,5,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,月一二〇,120,1,4.795790545596741
evt_108,1944,1492,1492_grp_825,交通局,transport,教習所,825,主事補,non_engineer,2,2071,same_department,evt_108||2071,30612,電気局,transport,調査課,48,書記,2,non_engineer,FALSE,NA,NA,1,FALSE,1963,1963_grp_134,主事補,non_engineer,2,1937,7,0,0,0,0,0,4,0,evt_108,2071,same_department,36,1,0,TRUE,usable,NA,NA,0,NA
