event_id,year_num,dest_office_id,dest_section_id,dest_norm_kyoku,dest_kyoku_group,dest_ka,dest_ka_group,dest_pos_norm,dest_occupation,dest_pos_rank,chosen_origin_office_id,origin_office_id,chosen,distance_cat,origin_matched_workers,origin_max_prior_hiring,origin_kyoku_group,origin_ka_group,prewar_flow_count,prewar_tie,same_section,same_department,log_origin_matched_workers,log_origin_prior_hiring
evt_1005,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1005,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1006,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,1190,0,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,7051,1,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1007,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,7051,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1008,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1009,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1010,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1190,0,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,2056,1,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1011,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1190,0,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,2056,1,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1012,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1013,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1190,0,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,2056,1,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1014,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1190,0,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,2056,1,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1016,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,2056,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1017,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1190,1,different_department,23,20,transport,74,NA,0,0,0,3.1780538303479458,3.044522437723423
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1676,0,different_department,1,16,infrastructure,6,NA,0,0,0,0.6931471805599453,2.833213344056216
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,1896,0,same_department,1,1,welfare,39,NA,0,0,1,0.6931471805599453,0.6931471805599453
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,2056,0,different_department,26,15,transport,314,NA,0,0,0,3.295836866004329,2.772588722239781
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,6337,0,different_department,4,5,infrastructure,NA,NA,0,0,0,1.6094379124341003,1.791759469228055
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7051,0,different_department,8,9,transport,NA,NA,0,0,0,2.1972245773362196,2.302585092994046
evt_1018,1944,1188,1188_name_missing,民生局,welfare,NA,NA,監視,non_engineer,2,1190,7525,0,different_department,5,5,transport,314,NA,0,0,0,1.791759469228055,1.791759469228055
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1130,0,different_department,7,2,education,128,NA,0,0,0,2.0794415416798357,1.0986122886681098
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1147,0,different_department,1,3,transport,181,NA,0,0,0,0.6931471805599453,1.3862943611198906
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1190,1,different_department,3,20,transport,74,NA,0,0,0,1.3862943611198906,3.044522437723423
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1193,0,different_department,7,4,transport,32,NA,0,0,0,2.0794415416798357,1.6094379124341003
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1225,0,different_department,1,1,economy,16,NA,0,0,0,0.6931471805599453,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1233,0,different_department,5,7,transport,737,NA,0,0,0,1.791759469228055,2.0794415416798357
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1317,0,different_department,5,10,economy,12,NA,0,0,0,1.791759469228055,2.3978952727983707
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1335,0,different_department,1,25,infrastructure,2,NA,0,0,0,0.6931471805599453,3.258096538021482
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1402,0,different_department,8,2,education,175,NA,0,0,0,2.1972245773362196,1.0986122886681098
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1449,0,same_department,23,20,welfare,183,NA,0,0,1,3.1780538303479458,3.044522437723423
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1478,0,same_department,4,5,welfare,39,NA,0,0,1,1.6094379124341003,1.791759469228055
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1486,0,different_department,1,2,water,444,NA,0,0,0,0.6931471805599453,1.0986122886681098
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1490,0,different_department,1,1,education,179,NA,0,0,0,0.6931471805599453,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1501,0,different_department,1,9,education,1127,NA,0,0,0,0.6931471805599453,2.302585092994046
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1531,0,different_department,2,1,education,24,NA,0,0,0,1.0986122886681098,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1538,0,different_department,1,4,transport,121,NA,0,0,0,0.6931471805599453,1.6094379124341003
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1555,0,different_department,3,11,transport,4,NA,0,0,0,1.3862943611198906,2.4849066497880004
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1642,0,same_department,1,15,welfare,170,NA,0,0,1,0.6931471805599453,2.772588722239781
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1676,0,different_department,3,16,infrastructure,6,NA,0,0,0,1.3862943611198906,2.833213344056216
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1697,0,same_department,1,2,welfare,454,NA,0,0,1,0.6931471805599453,1.0986122886681098
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1716,0,different_department,1,4,port,72,NA,0,0,0,0.6931471805599453,1.6094379124341003
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1749,0,different_department,2,4,port,127,NA,0,0,0,1.0986122886681098,1.6094379124341003
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1752,0,different_department,5,11,infrastructure,10,NA,0,0,0,1.791759469228055,2.4849066497880004
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1761,0,different_department,2,1,economy,12,NA,0,0,0,1.0986122886681098,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1787,0,different_department,2,5,infrastructure,40,NA,0,0,0,1.0986122886681098,1.791759469228055
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1794,0,different_department,7,7,economy,16,NA,0,0,0,2.0794415416798357,2.0794415416798357
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1896,0,same_department,3,1,welfare,39,NA,0,0,1,1.3862943611198906,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1906,0,different_department,1,15,water,131,NA,0,0,0,0.6931471805599453,2.772588722239781
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1919,0,different_department,2,1,transport,4,NA,0,0,0,1.0986122886681098,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,1989,0,different_department,1,41,infrastructure,18,NA,0,0,0,0.6931471805599453,3.7376696182833684
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2003,0,different_department,1,25,infrastructure,13,NA,0,0,0,0.6931471805599453,3.258096538021482
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2033,0,same_department,4,1,welfare,319,NA,0,0,1,1.6094379124341003,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2056,0,different_department,4,15,transport,314,NA,0,0,0,1.6094379124341003,2.772588722239781
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2071,0,different_department,8,16,transport,48,NA,0,0,0,2.1972245773362196,2.833213344056216
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2072,0,different_department,3,1,assembly,55,NA,0,0,0,1.3862943611198906,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2109,0,different_department,4,6,infrastructure,40,NA,0,0,0,1.6094379124341003,1.9459101490553132
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2123,0,different_department,2,1,transport,56,NA,0,0,0,1.0986122886681098,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2125,0,same_department,4,7,welfare,177,NA,0,0,1,1.6094379124341003,2.0794415416798357
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2138,0,different_department,6,5,economy,46,NA,0,0,0,1.9459101490553132,1.791759469228055
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2143,0,different_department,1,10,transport,134,NA,0,0,0,0.6931471805599453,2.3978952727983707
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2158,0,different_department,1,1,economy,180,NA,0,0,0,0.6931471805599453,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2174,0,same_department,5,4,welfare,182,NA,0,0,1,1.791759469228055,1.6094379124341003
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2183,0,different_department,7,42,transport,80,NA,0,0,0,2.0794415416798357,3.7612001156935624
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2213,0,same_department,1,7,welfare,130,NA,0,0,1,0.6931471805599453,2.0794415416798357
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,2221,0,different_department,2,1,transport,36,NA,0,0,0,1.0986122886681098,0.6931471805599453
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,5764,0,different_department,3,17,assembly,NA,NA,0,0,0,1.3862943611198906,2.8903717578961645
evt_1022,1944,1189,1189_name_missing,民生局,welfare,NA,NA,Unknown,non_engineer,2,1190,5869,0,different_department,1,28,transport,80,NA,0,0,0,0.6931471805599453,3.367295829986474
