section_id,office_id,year_num,ka,ka_group,norm_kyoku,kyoku_group,n_drafted_male,transfers_in,transfers_same_section,transfers_same_department,transfers_different_department,new_hires,n_workers,slack_different_department,slack_same_department,slack_same_section,transfer_share,any_slack_same_section,any_slack_same_department,any_slack_different_department,log_slack_same_section,log_slack_same_department,log_slack_different_department,slack_same_section_per_draft,slack_same_department_per_draft,slack_different_department_per_draft,log_slack_same_section_per_draft,log_slack_same_department_per_draft,log_slack_different_department_per_draft,log_section_size
6488_name_missing,6488,1941,NA,NA,府会事務局,assembly,4,16,0,0,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8903717578961645
6508_grp_514,6508,1944,工事課,514,港湾局,port,14,18,0,13,5,6,34,0,15,0,0.75,0,1,0,0,2.772588722239781,0,0,1.0714285714285714,0,0,0.7282385003712153,0,3.5553480614894135
6509_grp_241,6509,1941,工務課,241,府会事務局,assembly,1,5,0,0,1,0,22,0,0,8,1,1,0,0,2.1972245773362196,0,0,8,0,0,2.1972245773362196,0,0,3.1354942159291497
6551_grp_234,6551,1941,府立北多摩保健所,234,府会事務局,assembly,1,1,0,0,0,0,2,23,2,3,1,1,1,1,1.3862943611198906,1.0986122886681098,3.1780538303479458,3,2,23,1.3862943611198906,1.0986122886681098,3.1780538303479458,1.0986122886681098
6562_grp_275,6562,1941,府立機械工養成所,275,府会事務局,assembly,1,2,0,0,1,0,5,852,1,0,1,0,1,1,0,0.6931471805599453,6.748759547491679,0,1,852,0,0.6931471805599453,6.748759547491679,1.791759469228055
6563_name_missing,6563,1941,NA,NA,府会事務局,assembly,1,14,0,0,0,1,15,93,2,0,0.9333333333333333,0,1,1,0,1.0986122886681098,4.543294782270004,0,2,93,0,1.0986122886681098,4.543294782270004,2.772588722239781
6569_grp_439,6569,1941,北室,439,府会事務局,assembly,9,1,0,0,1,18,72,1384,3,0,0.05263157894736842,0,1,1,0,1.3862943611198906,7.233455418621439,0,0.3333333333333333,153.77777777777777,0,0.28768207245178085,5.041990396443587,4.290459441148391
6570_grp_279,6570,1941,佐室,279,府会事務局,assembly,1,0,0,0,0,0,7,1384,3,0,NA,0,1,1,0,1.3862943611198906,7.233455418621439,0,3,1384,0,1.3862943611198906,7.233455418621439,2.0794415416798357
6579_grp_279,6579,1941,佐室,279,府会事務局,assembly,12,31,0,0,2,5,77,1384,3,7,0.8611111111111112,1,1,1,2.0794415416798357,1.3862943611198906,7.233455418621439,0.5833333333333334,0.25,115.33333333333333,0.45953232937844024,0.22314355131420976,4.756459633534317,4.356708826689592
6582_grp_279,6582,1941,佐室,279,府会事務局,assembly,3,1,0,0,1,2,22,1384,3,0,0.3333333333333333,0,1,1,0,1.3862943611198906,7.233455418621439,0,1,461.3333333333333,0,0.6931471805599453,6.136286131646722,3.1354942159291497
6585_grp_279,6585,1941,佐室,279,府会事務局,assembly,5,29,0,0,0,0,29,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,0.6,276.8,0,0.47000362924573563,5.626901430320244,3.4011973816621555
6588_grp_311,6588,1941,府立西多摩保健所,311,府会事務局,assembly,1,5,0,0,1,0,13,23,2,5,1,1,1,1,1.791759469228055,1.0986122886681098,3.1780538303479458,5,2,23,1.791759469228055,1.0986122886681098,3.1780538303479458,2.6390573296152584
6589_grp_231,6589,1941,府立農事試験場,231,府会事務局,assembly,2,24,0,0,0,5,30,0,0,0,0.8275862068965517,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
6591_grp_439,6591,1941,北室,439,府会事務局,assembly,1,9,0,0,0,4,14,0,0,0,0.6923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221
6592_name_missing,6592,1941,NA,NA,府会事務局,assembly,14,27,0,0,0,3,51,2236,4,0,0.9,0,1,1,0,1.6094379124341003,7.71289096149013,0,0.2857142857142857,159.71428571428572,0,0.251314428280906,5.079628165583207,3.9512437185814275
6597_grp_157,6597,1941,庶務課,157,府会事務局,assembly,4,31,30,0,0,0,40,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,0.75,346,0,0.5596157879354227,5.849324779946859,3.713572066704308
6597_grp_179,6597,1944,庶務課,179,教育局,education,6,9,0,2,7,24,42,0,0,0,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,3.7612001156935624
6597_grp_2,6597,1944,庶務課,2,計画局,infrastructure,23,9,6,1,2,24,58,0,0,0,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,4.07753744390572
6601_grp_800,6601,1944,庶務課都市計画課,800,計画局,infrastructure,10,1,0,1,0,0,23,37,3,0,1,0,1,1,0,1.3862943611198906,3.6375861597263857,0,0.3,3.7,0,0.26236426446749106,1.547562508716013,3.1780538303479458
6704_grp_128,6704,1944,教育第二課,128,教育局,education,7,8,6,1,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611
6707_grp_228,6707,1941,整地課,228,府会事務局,assembly,2,2,0,0,0,1,37,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,3.6375861597263857
6765_grp_239,6765,1941,会計課,239,府会事務局,assembly,3,0,0,0,0,1,101,1384,3,0,0,0,1,1,0,1.3862943611198906,7.233455418621439,0,1,461.3333333333333,0,0.6931471805599453,6.136286131646722,4.624972813284271
6791_name_missing,6791,1941,NA,NA,府会事務局,assembly,1,0,0,0,0,0,18,2,0,0,NA,0,0,1,0,0,1.0986122886681098,0,0,2,0,0,1.0986122886681098,2.9444389791664403
6809_grp_244,6809,1941,杉並分所,244,府会事務局,assembly,2,1,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9444389791664403
6821_grp_154,6821,1941,東京労働紹介所,154,府会事務局,assembly,5,19,18,0,1,7,79,1679,15,19,0.7307692307692307,1,1,1,2.995732273553991,2.772588722239781,7.426549072397305,3.8,3,335.8,1.5686159179138452,1.3862943611198906,5.819489282368171,4.382026634673881
6826_name_missing,6826,1941,NA,NA,府会事務局,assembly,4,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871201010907891
6829_name_missing,6829,1941,NA,NA,府会事務局,assembly,1,0,0,0,0,0,20,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.044522437723423
6833_name_missing,6833,1941,NA,NA,府会事務局,assembly,8,17,0,0,0,0,24,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,0.375,173,0,0.3184537311185346,5.159055299214529,3.2188758248682006
6835_name_missing,6835,1941,NA,NA,府会事務局,assembly,5,24,0,0,1,0,32,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,0.6,276.8,0,0.47000362924573563,5.626901430320244,3.4965075614664802
6842_name_missing,6842,1941,NA,NA,府会事務局,assembly,7,1,0,0,0,5,38,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,3.6635616461296463
6850_grp_78,6850,1941,東京職業紹介所,78,府会事務局,assembly,8,68,59,0,5,29,308,0,0,37,0.7010309278350515,1,0,0,3.6375861597263857,0,0,4.625,0,0,1.7272209480904839,0,0,5.733341276897746
6881_grp_679,6881,1944,林務課,679,経済局,economy,1,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004
6882_grp_717,6882,1944,林務課食料課,717,経済局,economy,3,1,0,0,1,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.091042453358316
6910_name_missing,6910,1941,NA,NA,府会事務局,assembly,1,0,0,0,0,1,26,1384,3,0,0,0,1,1,0,1.3862943611198906,7.233455418621439,0,3,1384,0,1.3862943611198906,7.233455418621439,3.295836866004329
6925_grp_282,6925,1941,橋梁課,282,府会事務局,assembly,3,0,0,0,0,0,19,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991
6955_grp_446,6955,1944,水道局下水課,446,水道局,water,33,17,0,14,3,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2626798770413155
6959_grp_132,6959,1944,水道局工事課,132,水道局,water,43,40,4,31,3,0,78,215,49,0,1,0,1,1,0,3.912023005428146,5.375278407684165,0,1.1395348837209303,5,0,0.760588461355478,1.791759469228055,4.3694478524670215
6960_grp_61,6960,1944,水道局庶務課,61,水道局,water,2,3,0,0,3,9,17,215,49,0,0.25,0,1,1,0,3.912023005428146,5.375278407684165,0,24.5,107.5,0,3.2386784521643803,4.686750172980514,2.8903717578961645
6961_grp_452,6961,1944,水道局庶務課業務課,452,水道局,water,5,17,0,15,2,0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
6963_grp_754,6963,1944,水道局業務課,754,水道局,water,5,14,0,12,2,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.332204510175204
6964_grp_907,6964,1944,水道局業務課給水課,907,水道局,water,5,2,0,1,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573296152584
7000_grp_6,7000,1944,河川課,6,計画局,infrastructure,6,2,1,1,0,7,11,247,27,0,0.2222222222222222,0,1,1,0,3.332204510175204,5.5134287461649825,0,4.5,41.166666666666664,0,1.7047480922384253,3.7416300194994654,2.4849066497880004
7060_grp_2,7060,1944,庶務課,2,計画局,infrastructure,11,6,6,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
7069_grp_14,7069,1944,港湾局工事課,14,港湾局,port,54,33,29,0,4,0,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.653960350157523
7110_grp_246,7110,1941,営繕課,246,府会事務局,assembly,3,0,0,0,0,3,70,1384,3,0,0,0,1,1,0,1.3862943611198906,7.233455418621439,0,1,461.3333333333333,0,0.6931471805599453,6.136286131646722,4.2626798770413155
7142_grp_230,7142,1941,産業組合課,230,府会事務局,assembly,2,4,0,0,0,1,34,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3.5553480614894135
7230_grp_162,7230,1941,社会課,162,府会事務局,assembly,2,27,25,0,0,2,79,0,0,21,0.9310344827586207,1,0,0,3.091042453358316,0,0,10.5,0,0,2.4423470353692043,0,0,4.382026634673881
7244_name_missing,7244,1941,NA,NA,府会事務局,assembly,4,16,0,0,0,0,27,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,0.75,346,0,0.5596157879354227,5.849324779946859,3.332204510175204
7281_name_missing,7281,1941,NA,NA,府会事務局,assembly,1,1,0,0,0,0,4,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,3,1384,0,1.3862943611198906,7.233455418621439,1.6094379124341003
7286_grp_155,7286,1941,第一道路出張所,155,府会事務局,assembly,10,13,0,0,0,10,64,0,0,18,0.5652173913043478,1,0,0,2.9444389791664403,0,0,1.8,0,0,1.0296194171811581,0,0,4.174387269895637
7298_name_missing,7298,1941,NA,NA,府会事務局,assembly,2,1,0,0,0,3,19,1384,3,0,0.25,0,1,1,0,1.3862943611198906,7.233455418621439,0,1.5,692,0,0.9162907318741551,6.541029999189903,2.995732273553991
7299_grp_119,7299,1941,第三河川出張所,119,府会事務局,assembly,9,16,14,0,1,1,33,23,2,13,0.9411764705882353,1,1,1,2.6390573296152584,1.0986122886681098,3.1780538303479458,1.4444444444444444,0.2222222222222222,2.5555555555555554,0.8938178760220965,0.20067069546215124,1.2685113254635072,3.5263605246161616
7303_grp_276,7303,1941,第三道路出張所,276,府会事務局,assembly,2,41,40,0,1,0,47,852,1,39,1,1,1,1,3.6888794541139363,0.6931471805599453,6.748759547491679,19.5,0.5,426,3.0204248861443626,0.4054651081081644,6.056784013228625,3.871201010907891
7349_grp_225,7349,1941,第四道路出張所,225,府会事務局,assembly,5,0,0,0,0,1,17,0,0,1,0,1,0,0,0.6931471805599453,0,0,0.2,0,0,0.1823215567939546,0,0,2.8903717578961645
7405_grp_215,7405,1941,経理課,215,府会事務局,assembly,1,28,27,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6888794541139363
7450_grp_240,7450,1941,職業課,240,府会事務局,assembly,1,1,0,0,0,4,65,1656,13,0,0.2,0,1,1,0,2.6390573296152584,7.4127640174265625,0,13,1656,0,2.6390573296152584,7.4127640174265625,4.189654742026425
7452_grp_2,7452,1941,幹部機械工養成所,2,府会事務局,assembly,3,17,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991
7506_name_missing,7506,1941,NA,NA,府会事務局,assembly,1,46,0,3,43,90,217,827,1,0,0.3382352941176471,0,1,1,0,0.6931471805599453,6.71901315438526,0,1,827,0,0.6931471805599453,6.71901315438526,5.384495062789089
7528_grp_133,7528,1944,教育第一課,133,教育局,education,1,12,0,11,1,0,20,237,36,1,1,1,1,1,0.6931471805599453,3.6109179126442243,5.472270673671475,1,36,237,0.6931471805599453,3.6109179126442243,5.472270673671475,3.044522437723423
7535_grp_247,7535,1941,虎ノ門税務出張所,247,府会事務局,assembly,2,18,17,0,0,0,19,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,1.5,692,0,0.9162907318741551,6.541029999189903,2.995732273553991
7564_grp_12,7564,1944,商工課,12,経済局,economy,6,4,3,0,1,6,13,215,10,0,0.4,0,1,1,0,2.3978952727983707,5.375278407684165,0,1.6666666666666667,35.833333333333336,0,0.9808292530117263,3.606403232289698,2.6390573296152584
7566_grp_905,7566,1944,西部田田課,905,水道局,water,6,18,0,14,4,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611
7576_grp_24,7576,1944,企画課,24,計画局,infrastructure,43,55,38,3,11,0,108,406,54,43,1,1,1,1,3.784189633918261,4.007333185232471,6.008813185442595,1,1.255813953488372,9.44186046511628,0.6931471805599453,0.8135108628098204,2.345822772048692,4.6913478822291435
7643_grp_272,7643,1941,資材統制課,272,府会事務局,assembly,3,16,16,0,0,1,27,0,0,4,0.9411764705882353,1,0,0,1.6094379124341003,0,0,1.3333333333333333,0,0,0.8472978603872034,0,0,3.332204510175204
7644_name_資材課計画局庶務課,7644,1944,資材課計画局庶務課,NA,経済局,economy,2,1,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3978952727983707
7673_grp_159,7673,1941,軍事援護課,159,府会事務局,assembly,1,17,15,0,0,0,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214
7677_grp_46,7677,1944,農務課,46,経済局,economy,3,2,2,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
7680_grp_229,7680,1941,農林課,229,府会事務局,assembly,9,22,0,0,1,11,291,852,1,0,0.6666666666666666,0,1,1,0,0.6931471805599453,6.748759547491679,0,0.1111111111111111,94.66666666666667,0,0.10536051565782635,4.560869927091511,5.676753802268282
7686_grp_543,7686,1941,込王子職業紹介所,543,府会事務局,assembly,2,31,0,0,0,0,38,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,1.5,692,0,0.9162907318741551,6.541029999189903,3.6635616461296463
7697_grp_280,7697,1941,道路課,280,府会事務局,assembly,1,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4657359027997265
7697_grp_5,7697,1944,道路課,5,計画局,infrastructure,109,76,61,7,8,56,192,449,54,0,0.5757575757575758,0,1,1,0,4.007333185232471,6.1092475827643655,0,0.4954128440366973,4.1192660550458715,0,0.4024023185776187,1.6330110801521673,5.262690188904886
7715_grp_47,7715,1944,都市計画課,47,計画局,infrastructure,8,9,8,0,1,11,24,37,3,0,0.45,0,1,1,0,1.3862943611198906,3.6375861597263857,0,0.375,4.625,0,0.3184537311185346,1.7272209480904839,3.2188758248682006
7732_grp_2,7732,1941,幹部機械工養成所,2,府会事務局,assembly,1,44,0,0,1,7,67,852,1,0,0.8627450980392157,0,1,1,0,0.6931471805599453,6.748759547491679,0,1,852,0,0.6931471805599453,6.748759547491679,4.219507705176107
7789_grp_754,7789,1944,水道局業務課,754,水道局,water,1,3,0,3,0,5,8,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196
7845_grp_2,7845,1941,幹部機械工養成所,2,府会事務局,assembly,1,2,0,0,0,8,95,852,1,0,0.2,0,1,1,0,0.6931471805599453,6.748759547491679,0,1,852,0,0.6931471805599453,6.748759547491679,4.564348191467836
7859_grp_180,7859,1944,食料課,180,経済局,economy,3,4,0,1,3,0,29,215,7,3,1,1,1,1,1.3862943611198906,2.0794415416798357,5.375278407684165,1,2.3333333333333335,71.66666666666667,0.6931471805599453,1.2039728043259361,4.28588277412098,3.4011973816621555
8219_grp_80,8219,1944,交通局電気課,80,交通局,transport,8,20,18,0,2,18,39,0,0,0,0.5263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,3.6888794541139363
8235_grp_279,8235,1941,佐室,279,府会事務局,assembly,3,13,0,0,0,3,24,1384,3,0,0.8125,0,1,1,0,1.3862943611198906,7.233455418621439,0,1,461.3333333333333,0,0.6931471805599453,6.136286131646722,3.2188758248682006
8243_grp_119,8243,1941,第三河川出張所,119,府会事務局,assembly,5,1,0,0,0,1,18,0,0,3,0.5,1,0,0,1.3862943611198906,0,0,0.6,0,0,0.47000362924573563,0,0,2.9444389791664403
8307_grp_439,8307,1941,北室,439,府会事務局,assembly,1,13,0,0,0,0,13,1384,3,0,1,0,1,1,0,1.3862943611198906,7.233455418621439,0,3,1384,0,1.3862943611198906,7.233455418621439,2.6390573296152584
8358_grp_2,8358,1944,庶務課,2,計画局,infrastructure,15,4,2,0,1,19,26,0,0,0,0.17391304347826086,0,0,0,0,0,0,0,0,0,0,0,0,3.295836866004329
8358_grp_825,8358,1944,教習所,825,交通局,transport,1,2,0,2,0,2,5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055
8370_grp_221,8370,1941,城所,221,府会事務局,assembly,1,94,67,0,2,24,322,0,0,18,0.7966101694915254,1,0,0,2.9444389791664403,0,0,18,0,0,2.9444389791664403,0,0,5.777652323222656
8372_grp_243,8372,1941,上野税務出張所,243,府会事務局,assembly,9,6,0,0,0,2,34,1384,3,2,0.75,1,1,1,1.0986122886681098,1.3862943611198906,7.233455418621439,0.2222222222222222,0.3333333333333333,153.77777777777777,0.20067069546215124,0.28768207245178085,5.041990396443587,3.5553480614894135
8429_grp_253,8429,1941,小室,253,府会事務局,assembly,2,3,0,0,0,1,25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,3.258096538021482
8529_name_missing,8529,1944,NA,NA,計画局,infrastructure,3,4,0,3,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.302585092994046
8534_grp_594,8534,1944,戸所,594,交通局,transport,2,11,0,9,2,9,30,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463
8669_name_missing,8669,1944,NA,NA,水道局,water,5,3,0,3,0,9,12,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2.5649493574615367
8713_name_missing,8713,1941,NA,NA,府会事務局,assembly,9,21,0,0,12,13,70,0,0,0,0.6176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,4.2626798770413155
8713_name_missing,8713,1944,NA,NA,計画局,infrastructure,3,4,0,2,2,6,11,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004
8750_grp_223,8750,1941,田場,223,府会事務局,assembly,5,24,16,0,2,11,67,1384,3,22,0.6857142857142857,1,1,1,3.1354942159291497,1.3862943611198906,7.233455418621439,4.4,0.6,276.8,1.6863989535702288,0.47000362924573563,5.626901430320244,4.219507705176107
8910_grp_680,8910,1944,西室,680,交通局,transport,2,5,0,5,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.4849066497880004
8994_name_missing,8994,1941,NA,NA,府会事務局,assembly,11,135,0,58,30,127,452,871,3,0,0.5152671755725191,0,1,1,0,1.3862943611198906,6.77078942390898,0,0.2727272727272727,79.18181818181819,0,0.24116205681688804,4.384296783208421,6.115892125483034
8994_name_missing,8994,1944,NA,NA,経済局,economy,17,59,0,11,14,74,200,0,0,0,0.44360902255639095,0,0,0,0,0,0,0,0,0,0,0,0,5.303304908059076
8994_name_missing,8994,1944,NA,NA,計画局,infrastructure,4,0,0,0,0,0,200,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,5.303304908059076
9031_name_missing,9031,1941,NA,NA,府会事務局,assembly,3,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.044522437723423
